Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Poise,Weapon Type,2H Dual-Wield
Sacred Dragon Towershield,Dragon Towershield,Sacred,Sacred,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Magic Dragon Towershield,Dragon Towershield,Magic,Magic,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Cold Dragon Towershield,Dragon Towershield,Cold,Cold,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Poison Dragon Towershield,Dragon Towershield,Poison,Poison,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Blood Dragon Towershield,Dragon Towershield,Blood,Blood,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Occult Dragon Towershield,Dragon Towershield,Occult,Occult,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Distinguished Greatshield,Distinguished Greatshield,None,None,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Heavy Greatshield,Distinguished Greatshield,Heavy,Heavy,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Keen Greatshield,Distinguished Greatshield,Keen,Keen,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Quality Greatshield,Distinguished Greatshield,Quality,Quality,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Fire Greatshield,Distinguished Greatshield,Fire,Fire,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Flame Art Greatshield,Distinguished Greatshield,Flame Art,Flame Art,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Lightning Greatshield,Distinguished Greatshield,Lightning,Lightning,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Sacred Greatshield,Distinguished Greatshield,Sacred,Sacred,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Magic Greatshield,Distinguished Greatshield,Magic,Magic,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Cold Greatshield,Distinguished Greatshield,Cold,Cold,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Poison Greatshield,Distinguished Greatshield,Poison,Poison,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Blood Greatshield,Distinguished Greatshield,Blood,Blood,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Distinguished Occult Greatshield,Distinguished Greatshield,Occult,Occult,25,32,0,0,0,0,Strike,17,11.1,Greatshield,No
Crucible Hornshield,Crucible Hornshield,None,-,10,26,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Dragonclaw Shield,Dragonclaw Shield,None,-,10,28,12,0,0,0,Strike,13.5,11.1,Greatshield,No
Briar Greatshield,Briar Greatshield,None,None,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Heavy Briar Greatshield,Briar Greatshield,Heavy,Heavy,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Keen Briar Greatshield,Briar Greatshield,Keen,Keen,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Quality Briar Greatshield,Briar Greatshield,Quality,Quality,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Fire Briar Greatshield,Briar Greatshield,Fire,Fire,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Flame Art Briar Greatshield,Briar Greatshield,Flame Art,Flame Art,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Lightning Briar Greatshield,Briar Greatshield,Lightning,Lightning,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Sacred Briar Greatshield,Briar Greatshield,Sacred,Sacred,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Magic Briar Greatshield,Briar Greatshield,Magic,Magic,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Cold Briar Greatshield,Briar Greatshield,Cold,Cold,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Poison Briar Greatshield,Briar Greatshield,Poison,Poison,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Blood Briar Greatshield,Briar Greatshield,Blood,Blood,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Occult Briar Greatshield,Briar Greatshield,Occult,Occult,25,21,0,0,0,0,Strike,9.5,11.1,Greatshield,No
Erdtree Greatshield,Erdtree Greatshield,None,-,10,30,0,0,12,0,Strike,13.5,11.1,Greatshield,No
Golden Beast Crest Shield,Golden Beast Crest Shield,None,None,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Heavy Golden Beast Crest Shield,Golden Beast Crest Shield,Heavy,Heavy,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Keen Golden Beast Crest Shield,Golden Beast Crest Shield,Keen,Keen,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Quality Golden Beast Crest Shield,Golden Beast Crest Shield,Quality,Quality,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Fire Golden Beast Crest Shield,Golden Beast Crest Shield,Fire,Fire,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Flame Art Golden Beast Crest Shield,Golden Beast Crest Shield,Flame Art,Flame Art,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Lightning Golden Beast Crest Shield,Golden Beast Crest Shield,Lightning,Lightning,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Sacred Golden Beast Crest Shield,Golden Beast Crest Shield,Sacred,Sacred,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Magic Golden Beast Crest Shield,Golden Beast Crest Shield,Magic,Magic,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Cold Golden Beast Crest Shield,Golden Beast Crest Shield,Cold,Cold,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Poison Golden Beast Crest Shield,Golden Beast Crest Shield,Poison,Poison,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Blood Golden Beast Crest Shield,Golden Beast Crest Shield,Blood,Blood,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Occult Golden Beast Crest Shield,Golden Beast Crest Shield,Occult,Occult,25,24,0,0,0,0,Strike,12.5,11.1,Greatshield,No
Jellyfish Shield,Jellyfish Shield,None,-,10,20,14,0,0,0,Strike,8,11.1,Greatshield,No
Fingerprint Stone Shield,Fingerprint Stone Shield,None,None,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Heavy Fingerprint Stone Shield,Fingerprint Stone Shield,Heavy,Heavy,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Keen Fingerprint Stone Shield,Fingerprint Stone Shield,Keen,Keen,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Quality Fingerprint Stone Shield,Fingerprint Stone Shield,Quality,Quality,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Fire Fingerprint Stone Shield,Fingerprint Stone Shield,Fire,Fire,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Flame Art Fingerprint Stone Shield,Fingerprint Stone Shield,Flame Art,Flame Art,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Lightning Fingerprint Stone Shield,Fingerprint Stone Shield,Lightning,Lightning,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Sacred Fingerprint Stone Shield,Fingerprint Stone Shield,Sacred,Sacred,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Magic Fingerprint Stone Shield,Fingerprint Stone Shield,Magic,Magic,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Cold Fingerprint Stone Shield,Fingerprint Stone Shield,Cold,Cold,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Poison Fingerprint Stone Shield,Fingerprint Stone Shield,Poison,Poison,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Blood Fingerprint Stone Shield,Fingerprint Stone Shield,Blood,Blood,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Occult Fingerprint Stone Shield,Fingerprint Stone Shield,Occult,Occult,25,48,0,0,0,0,Strike,29,11.1,Greatshield,No
Icon Shield,Icon Shield,None,-,10,22,0,0,0,0,Strike,11.5,11.1,Greatshield,No
One-Eyed Shield,One-Eyed Shield,None,-,10,36,0,0,0,0,Strike,20.5,11.1,Greatshield,No
Visage Shield,Visage Shield,None,-,10,44,0,0,0,0,Strike,24,11.1,Greatshield,No
Spiked Palisade Shield,Spiked Palisade Shield,None,None,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Heavy Spiked Palisade Shield,Spiked Palisade Shield,Heavy,Heavy,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Keen Spiked Palisade Shield,Spiked Palisade Shield,Keen,Keen,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Quality Spiked Palisade Shield,Spiked Palisade Shield,Quality,Quality,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Fire Spiked Palisade Shield,Spiked Palisade Shield,Fire,Fire,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Flame Art Spiked Palisade Shield,Spiked Palisade Shield,Flame Art,Flame Art,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Lightning Spiked Palisade Shield,Spiked Palisade Shield,Lightning,Lightning,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Sacred Spiked Palisade Shield,Spiked Palisade Shield,Sacred,Sacred,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Magic Spiked Palisade Shield,Spiked Palisade Shield,Magic,Magic,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Cold Spiked Palisade Shield,Spiked Palisade Shield,Cold,Cold,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Poison Spiked Palisade Shield,Spiked Palisade Shield,Poison,Poison,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Blood Spiked Palisade Shield,Spiked Palisade Shield,Blood,Blood,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Occult Spiked Palisade Shield,Spiked Palisade Shield,Occult,Occult,25,20,0,0,0,0,Strike,11.5,11.1,Greatshield,No
Manor Towershield,Manor Towershield,None,None,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Heavy Manor Towershield,Manor Towershield,Heavy,Heavy,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Keen Manor Towershield,Manor Towershield,Keen,Keen,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Quality Manor Towershield,Manor Towershield,Quality,Quality,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Fire Manor Towershield,Manor Towershield,Fire,Fire,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Flame Art Manor Towershield,Manor Towershield,Flame Art,Flame Art,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Lightning Manor Towershield,Manor Towershield,Lightning,Lightning,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Sacred Manor Towershield,Manor Towershield,Sacred,Sacred,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Magic Manor Towershield,Manor Towershield,Magic,Magic,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Cold Manor Towershield,Manor Towershield,Cold,Cold,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Poison Manor Towershield,Manor Towershield,Poison,Poison,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Blood Manor Towershield,Manor Towershield,Blood,Blood,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Occult Manor Towershield,Manor Towershield,Occult,Occult,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Crossed-Tree Towershield,Crossed-Tree Towershield,None,None,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Heavy Crossed-Tree Towershield,Crossed-Tree Towershield,Heavy,Heavy,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Keen Crossed-Tree Towershield,Crossed-Tree Towershield,Keen,Keen,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Quality Crossed-Tree Towershield,Crossed-Tree Towershield,Quality,Quality,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Fire Crossed-Tree Towershield,Crossed-Tree Towershield,Fire,Fire,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Flame Art Crossed-Tree Towershield,Crossed-Tree Towershield,Flame Art,Flame Art,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Lightning Crossed-Tree Towershield,Crossed-Tree Towershield,Lightning,Lightning,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Sacred Crossed-Tree Towershield,Crossed-Tree Towershield,Sacred,Sacred,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Magic Crossed-Tree Towershield,Crossed-Tree Towershield,Magic,Magic,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Cold Crossed-Tree Towershield,Crossed-Tree Towershield,Cold,Cold,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Poison Crossed-Tree Towershield,Crossed-Tree Towershield,Poison,Poison,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Blood Crossed-Tree Towershield,Crossed-Tree Towershield,Blood,Blood,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Occult Crossed-Tree Towershield,Crossed-Tree Towershield,Occult,Occult,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Inverted Hawk Towershield,Inverted Hawk Towershield,None,None,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Heavy Inverted Hawk Towershield,Inverted Hawk Towershield,Heavy,Heavy,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Keen Inverted Hawk Towershield,Inverted Hawk Towershield,Keen,Keen,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Quality Inverted Hawk Towershield,Inverted Hawk Towershield,Quality,Quality,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Fire Inverted Hawk Towershield,Inverted Hawk Towershield,Fire,Fire,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Flame Art Inverted Hawk Towershield,Inverted Hawk Towershield,Flame Art,Flame Art,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Lightning Inverted Hawk Towershield,Inverted Hawk Towershield,Lightning,Lightning,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Sacred Inverted Hawk Towershield,Inverted Hawk Towershield,Sacred,Sacred,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Magic Inverted Hawk Towershield,Inverted Hawk Towershield,Magic,Magic,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Cold Inverted Hawk Towershield,Inverted Hawk Towershield,Cold,Cold,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Poison Inverted Hawk Towershield,Inverted Hawk Towershield,Poison,Poison,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Blood Inverted Hawk Towershield,Inverted Hawk Towershield,Blood,Blood,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Occult Inverted Hawk Towershield,Inverted Hawk Towershield,Occult,Occult,25,30,0,0,0,0,Strike,16,11.1,Greatshield,No
Ant's Skull Plate,Ant's Skull Plate,None,-,10,28,0,0,0,0,Strike,13.5,11.1,Greatshield,No
Redmane Greatshield,Redmane Greatshield,None,None,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Heavy Redmane Greatshield,Redmane Greatshield,Heavy,Heavy,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Keen Redmane Greatshield,Redmane Greatshield,Keen,Keen,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Quality Redmane Greatshield,Redmane Greatshield,Quality,Quality,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Fire Redmane Greatshield,Redmane Greatshield,Fire,Fire,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Flame Art Redmane Greatshield,Redmane Greatshield,Flame Art,Flame Art,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Lightning Redmane Greatshield,Redmane Greatshield,Lightning,Lightning,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Sacred Redmane Greatshield,Redmane Greatshield,Sacred,Sacred,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Magic Redmane Greatshield,Redmane Greatshield,Magic,Magic,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Cold Redmane Greatshield,Redmane Greatshield,Cold,Cold,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Poison Redmane Greatshield,Redmane Greatshield,Poison,Poison,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Blood Redmane Greatshield,Redmane Greatshield,Blood,Blood,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Occult Redmane Greatshield,Redmane Greatshield,Occult,Occult,25,30,0,0,0,0,Strike,14,11.1,Greatshield,No
Eclipse Crest Greatshield,Eclipse Crest Greatshield,None,None,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Heavy Eclipse Crest Greatshield,Eclipse Crest Greatshield,Heavy,Heavy,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Keen Eclipse Crest Greatshield,Eclipse Crest Greatshield,Keen,Keen,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Quality Eclipse Crest Greatshield,Eclipse Crest Greatshield,Quality,Quality,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Fire Eclipse Crest Greatshield,Eclipse Crest Greatshield,Fire,Fire,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Flame Art Eclipse Crest Greatshield,Eclipse Crest Greatshield,Flame Art,Flame Art,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Lightning Eclipse Crest Greatshield,Eclipse Crest Greatshield,Lightning,Lightning,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Sacred Eclipse Crest Greatshield,Eclipse Crest Greatshield,Sacred,Sacred,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Magic Eclipse Crest Greatshield,Eclipse Crest Greatshield,Magic,Magic,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Cold Eclipse Crest Greatshield,Eclipse Crest Greatshield,Cold,Cold,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Poison Eclipse Crest Greatshield,Eclipse Crest Greatshield,Poison,Poison,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Blood Eclipse Crest Greatshield,Eclipse Crest Greatshield,Blood,Blood,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Occult Eclipse Crest Greatshield,Eclipse Crest Greatshield,Occult,Occult,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Cuckoo Greatshield,Cuckoo Greatshield,None,None,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Heavy Cuckoo Greatshield,Cuckoo Greatshield,Heavy,Heavy,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Keen Cuckoo Greatshield,Cuckoo Greatshield,Keen,Keen,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Quality Cuckoo Greatshield,Cuckoo Greatshield,Quality,Quality,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Fire Cuckoo Greatshield,Cuckoo Greatshield,Fire,Fire,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Flame Art Cuckoo Greatshield,Cuckoo Greatshield,Flame Art,Flame Art,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Lightning Cuckoo Greatshield,Cuckoo Greatshield,Lightning,Lightning,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Sacred Cuckoo Greatshield,Cuckoo Greatshield,Sacred,Sacred,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Magic Cuckoo Greatshield,Cuckoo Greatshield,Magic,Magic,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Cold Cuckoo Greatshield,Cuckoo Greatshield,Cold,Cold,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Poison Cuckoo Greatshield,Cuckoo Greatshield,Poison,Poison,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Blood Cuckoo Greatshield,Cuckoo Greatshield,Blood,Blood,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Occult Cuckoo Greatshield,Cuckoo Greatshield,Occult,Occult,25,32,0,0,0,0,Strike,15,11.1,Greatshield,No
Golden Greatshield,Golden Greatshield,None,None,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Heavy Golden Greatshield,Golden Greatshield,Heavy,Heavy,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Keen Golden Greatshield,Golden Greatshield,Keen,Keen,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Quality Golden Greatshield,Golden Greatshield,Quality,Quality,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Fire Golden Greatshield,Golden Greatshield,Fire,Fire,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Flame Art Golden Greatshield,Golden Greatshield,Flame Art,Flame Art,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Lightning Golden Greatshield,Golden Greatshield,Lightning,Lightning,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Sacred Golden Greatshield,Golden Greatshield,Sacred,Sacred,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Magic Golden Greatshield,Golden Greatshield,Magic,Magic,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Cold Golden Greatshield,Golden Greatshield,Cold,Cold,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Poison Golden Greatshield,Golden Greatshield,Poison,Poison,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Blood Golden Greatshield,Golden Greatshield,Blood,Blood,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Occult Golden Greatshield,Golden Greatshield,Occult,Occult,25,34,0,0,0,0,Strike,17,11.1,Greatshield,No
Gilded Greatshield,Gilded Greatshield,None,None,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Heavy Gilded Greatshield,Gilded Greatshield,Heavy,Heavy,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Keen Gilded Greatshield,Gilded Greatshield,Keen,Keen,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Quality Gilded Greatshield,Gilded Greatshield,Quality,Quality,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Fire Gilded Greatshield,Gilded Greatshield,Fire,Fire,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Flame Art Gilded Greatshield,Gilded Greatshield,Flame Art,Flame Art,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Lightning Gilded Greatshield,Gilded Greatshield,Lightning,Lightning,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Sacred Gilded Greatshield,Gilded Greatshield,Sacred,Sacred,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Magic Gilded Greatshield,Gilded Greatshield,Magic,Magic,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Cold Gilded Greatshield,Gilded Greatshield,Cold,Cold,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Poison Gilded Greatshield,Gilded Greatshield,Poison,Poison,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Blood Gilded Greatshield,Gilded Greatshield,Blood,Blood,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Occult Gilded Greatshield,Gilded Greatshield,Occult,Occult,25,36,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Haligtree Crest Greatshield,Haligtree Crest Greatshield,None,None,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Heavy Haligtree Crest Greatshield,Haligtree Crest Greatshield,Heavy,Heavy,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Keen Haligtree Crest Greatshield,Haligtree Crest Greatshield,Keen,Keen,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Quality Haligtree Crest Greatshield,Haligtree Crest Greatshield,Quality,Quality,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Fire Haligtree Crest Greatshield,Haligtree Crest Greatshield,Fire,Fire,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Flame Art Haligtree Crest Greatshield,Haligtree Crest Greatshield,Flame Art,Flame Art,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Lightning Haligtree Crest Greatshield,Haligtree Crest Greatshield,Lightning,Lightning,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Sacred Haligtree Crest Greatshield,Haligtree Crest Greatshield,Sacred,Sacred,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Magic Haligtree Crest Greatshield,Haligtree Crest Greatshield,Magic,Magic,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Cold Haligtree Crest Greatshield,Haligtree Crest Greatshield,Cold,Cold,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Poison Haligtree Crest Greatshield,Haligtree Crest Greatshield,Poison,Poison,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Blood Haligtree Crest Greatshield,Haligtree Crest Greatshield,Blood,Blood,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Occult Haligtree Crest Greatshield,Haligtree Crest Greatshield,Occult,Occult,25,36,0,0,0,0,Strike,18.5,11.1,Greatshield,No
Wooden Greatshield,Wooden Greatshield,None,None,25,14,0,0,0,0,Strike,8,11.1,Greatshield,No
Heavy Wooden Greatshield,Wooden Greatshield,Heavy,Heavy,25,14,0,0,0,0,Strike,8,11.1,Greatshield,No
Keen Wooden Greatshield,Wooden Greatshield,Keen,Keen,25,14,0,0,0,0,Strike,8,11.1,Greatshield,No
Quality Wooden Greatshield,Wooden Greatshield,Quality,Quality,25,14,0,0,0,0,Strike,8,11.1,Greatshield,No
Fire Wooden Greatshield,Wooden Greatshield,Fire,Fire,25,14,0,0,0,0,Strike,8,11.1,Greatshield,No
Flame Art Wooden Greatshield,Wooden Greatshield,Flame Art,Flame Art,25,14,0,0,0,0,Strike,8,11.1,Greatshield,No
Lightning Wooden Greatshield,Wooden Greatshield,Lightning,Lightning,25,14,0,0,0,0,Strike,8,11.1,Greatshield,No
Sacred Wooden Greatshield,Wooden Greatshield,Sacred,Sacred,25,14,0,0,0,0,Strike,8,11.1,Greatshield,No
Magic Wooden Greatshield,Wooden Greatshield,Magic,Magic,25,14,0,0,0,0,Strike,8,11.1,Greatshield,No
